Hotel_Name,City,Hotel_Rating,Hotel_Price,Description,Amenities,Distance_From_Attraction,Review_Count
Taj Castle Agra 60,Agra,3.9,2457,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Bar, Room Service, Spa, 24/7 Security, Restaurant",5.1,1579
Radisson Resort Agra 61,Agra,4.1,2346,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Laundry Service, Valet Parking, Free Parking, Restaurant, 24/7 Security, Bar, Swimming Pool, Gym",6.5,693
Ginger Hotel Agra 62,Agra,4.2,2275,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Restaurant, Bar, AC, Laundry Service, Balcony Room, Free Parking, Valet Parking, Spa",7.3,305
Treebo Lodge Agra 63,Agra,3.5,1996,"Comfortable budget-friendly lodging in Agra. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","WiFi, Restaurant, Swimming Pool, Bar",1.7,1797
Capital O Manor Agra 64,Agra,3.3,1877,"Comfortable budget-friendly lodging in Agra. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Free Breakfast, Room Service, Bar, Valet Parking, Restaurant, Balcony Room, WiFi",7.5,1038
Ritz Inn Agra 65,Agra,4.2,3999,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Laundry Service, Bar, WiFi, Swimming Pool, Restaurant, AC, Free Breakfast, Valet Parking",7.1,1271
Whispering Palms Retreat Agra 66,Agra,4.4,8743,"Premium luxury accommodation in Agra. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Free Breakfast, Spa, Laundry Service, Bar, WiFi, 24/7 Security, Free Parking",0.6,1425
Paradise Villas Agra 67,Agra,3.6,957,"Comfortable budget-friendly lodging in Agra. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Free Breakfast, Valet Parking, WiFi, Laundry Service, Balcony Room, Gym, Restaurant",6.7,877
Silver Sands Stays Agra 68,Agra,3.1,1308,"Comfortable budget-friendly lodging in Agra. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","AC, Swimming Pool, Gym, Laundry Service",2.9,1538
Alpine Lodge Chalet Agra 69,Agra,4.0,4531,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","24/7 Security, Laundry Service, Valet Parking, Swimming Pool, AC",8.4,726
Mayfair Suites Agra 70,Agra,4.0,2726,"Modern mid-range hotel in Agra offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Bar, Restaurant, Laundry Service, Spa, Room Service, Gym, Valet Parking",7.2,1555
Capital O Haven Varanasi 1,Varanasi,3.8,4815,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Bar, Swimming Pool, Balcony Room, Laundry Service, WiFi, AC, Room Service, Restaurant",8.9,153
Ritz Castle Varanasi 2,Varanasi,3.7,1758,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Valet Parking, Bar, 24/7 Security, AC",6.5,175
Whispering Palms Resort Varanasi 3,Varanasi,4.7,11792,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Free Parking, Restaurant, WiFi, Balcony Room, Gym, AC, Laundry Service, Free Breakfast",2.5,1319
Paradise Hotel Varanasi 4,Varanasi,3.0,1964,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Bar, Swimming Pool, Valet Parking, AC, 24/7 Security, Free Parking",2.2,1212
Silver Sands Lodge Varanasi 5,Varanasi,3.7,1184,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Spa, Restaurant, Bar, Swimming Pool, Room Service",1.5,818
Alpine Lodge Manor Varanasi 6,Varanasi,4.2,2275,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Spa, Swimming Pool, Balcony Room, Laundry Service, AC, Free Breakfast, Restaurant, Room Service",8.0,1443
Mayfair Inn Varanasi 7,Varanasi,4.8,14498,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Room Service, Restaurant, Balcony Room, Free Breakfast, Free Parking, Valet Parking, AC",7.1,184
Grand Retreat Varanasi 8,Varanasi,4.1,2919,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Bar, Spa, Free Breakfast, Laundry Service",0.6,1461
Saffron Stays Villas Varanasi 9,Varanasi,3.4,1968,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Spa, 24/7 Security, Bar, Free Parking, Swimming Pool",4.1,282
Vista Stays Varanasi 10,Varanasi,3.5,1046,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Free Breakfast, Restaurant, AC, Free Parking, WiFi",1.1,809
Taj Chalet Varanasi 11,Varanasi,3.4,1021,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Swimming Pool, Free Parking, Room Service, AC, Gym, Free Breakfast, WiFi, Laundry Service",5.0,1376
Radisson Suites Varanasi 12,Varanasi,3.7,1595,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","AC, 24/7 Security, Spa, Valet Parking",1.9,856
Ginger Palace Varanasi 13,Varanasi,3.4,1654,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Gym, Laundry Service, Valet Parking, Bar, Free Breakfast, Free Parking, 24/7 Security",3.8,1507
Treebo Haven Varanasi 14,Varanasi,3.6,1866,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","24/7 Security, Swimming Pool, WiFi, Restaurant, Valet Parking, Free Parking",2.1,1534
Capital O Castle Varanasi 15,Varanasi,3.3,1216,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Gym, 24/7 Security, Spa, Restaurant",7.3,366
Ritz Resort Varanasi 16,Varanasi,4.4,9990,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Gym, Valet Parking, Bar, Spa, Balcony Room, 24/7 Security, AC",0.9,1150
Whispering Palms Hotel Varanasi 17,Varanasi,4.0,2619,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Gym, Room Service, WiFi, Laundry Service",8.0,1765
Paradise Lodge Varanasi 18,Varanasi,4.6,16527,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Bar, Room Service, Laundry Service, AC, Spa, Swimming Pool, Balcony Room, 24/7 Security",8.7,1991
Silver Sands Manor Varanasi 19,Varanasi,4.3,2262,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Swimming Pool, Laundry Service, Spa, Room Service",7.3,965
Alpine Lodge Inn Varanasi 20,Varanasi,4.0,4469,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","24/7 Security, Gym, Laundry Service, AC",4.1,815
Mayfair Retreat Varanasi 21,Varanasi,3.5,1422,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Spa, Room Service, Swimming Pool, Laundry Service, Gym, Balcony Room, AC",9.0,678
Grand Villas Varanasi 22,Varanasi,4.2,3146,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","WiFi, Gym, 24/7 Security, Laundry Service, Free Breakfast, Balcony Room",6.8,1377
Saffron Stays Stays Varanasi 23,Varanasi,4.3,3139,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Balcony Room, Gym, Free Breakfast, Bar",2.2,1306
Vista Chalet Varanasi 24,Varanasi,4.4,15916,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Laundry Service, Gym, Spa, Restaurant",7.1,268
Taj Suites Varanasi 25,Varanasi,4.7,12343,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","AC, Free Breakfast, Swimming Pool, Free Parking, Bar, WiFi",7.7,1706
Radisson Palace Varanasi 26,Varanasi,4.6,9088,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Bar, AC, Room Service, Free Breakfast",5.3,944
Ginger Haven Varanasi 27,Varanasi,4.6,7061,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Bar, Spa, Restaurant, Free Parking, Valet Parking, Room Service, Swimming Pool",4.8,337
Treebo Castle Varanasi 28,Varanasi,4.6,14820,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Gym, Room Service, 24/7 Security, Spa, WiFi, Swimming Pool, Bar, Free Parking",2.7,966
Capital O Resort Varanasi 29,Varanasi,3.9,3694,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Free Parking, Swimming Pool, Gym, AC, 24/7 Security, Laundry Service",8.2,912
Ritz Hotel Varanasi 30,Varanasi,3.8,3418,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Room Service, Spa, 24/7 Security, AC, Swimming Pool",8.0,1352
Whispering Palms Lodge Varanasi 31,Varanasi,3.7,1350,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Laundry Service, WiFi, Spa, Free Parking, Restaurant, Room Service, Balcony Room, Free Breakfast",7.4,398
Paradise Manor Varanasi 32,Varanasi,4.3,3048,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Free Breakfast, Balcony Room, AC, Valet Parking, Swimming Pool, Gym",8.7,1107
Silver Sands Inn Varanasi 33,Varanasi,4.7,10623,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","WiFi, 24/7 Security, Valet Parking, Balcony Room, Free Parking, Swimming Pool",6.7,1227
Alpine Lodge Retreat Varanasi 34,Varanasi,3.7,1619,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","Room Service, Gym, Spa, 24/7 Security, Free Parking, Bar, Laundry Service",3.7,41
Mayfair Villas Varanasi 35,Varanasi,4.8,14489,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Swimming Pool, Spa, Laundry Service, Free Breakfast, WiFi, AC",3.7,1160
Grand Stays Varanasi 36,Varanasi,4.6,15999,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","AC, WiFi, Valet Parking, Room Service, Free Breakfast",5.1,1927
Saffron Stays Chalet Varanasi 37,Varanasi,3.9,2002,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","WiFi, Gym, Laundry Service, 24/7 Security, Room Service",8.9,215
Vista Suites Varanasi 38,Varanasi,4.9,7587,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","24/7 Security, Free Parking, Balcony Room, AC",3.8,986
Taj Palace Varanasi 39,Varanasi,3.9,2900,"Modern mid-range hotel in Varanasi offering excellent value, well-appointed guest rooms, great dining, and a convenient location close to key city highlights.","Spa, WiFi, Gym, Laundry Service, Free Breakfast, Valet Parking, Restaurant",7.4,1040
Radisson Haven Varanasi 40,Varanasi,3.4,1568,"Comfortable budget-friendly lodging in Varanasi. Offers clean rooms, helpful service, and basic amenities perfect for cost-conscious travelers.","AC, Free Breakfast, WiFi, 24/7 Security, Swimming Pool, Valet Parking",3.4,1360
Ginger Castle Varanasi 41,Varanasi,4.7,13034,"Premium luxury accommodation in Varanasi. Features world-class dining, customized guest services, elegant architecture, and a highly scenic environment.","Balcony Room, Gym, Free Parking, AC, Free Breakfast, Valet Parking",0.4,543
