Place,City,State,Category,Description,Rating,Latitude,Longitude,Best_Time,Entrance_Fee,Average_Visit_Hours,Popularity_Score,Tourist_Type,Price_Fare,Image_URL
Lucknow Eternal Mosque,Lucknow,Uttar Pradesh,Religious,"Located in the heart of Lucknow, this beautiful religious destination is a key highlight of Uttar Pradesh tourism. Known as a legendary mosque in the region, it features peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture and attracts visitors from all over the world. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a solo trip.",4.0,26.86629,80.96636,June to September,0,1.1,68.3,Solo,250,"https://source.unsplash.com/800x500/?tourism,Lucknow Eternal Mosque,Lucknow"
Wild Lucknow Rafting Camp,Lucknow,Uttar Pradesh,Adventure,"A famous landmark in Lucknow, this adventure spot is highly popular for its serene environment and unique style. Known as a legendary rafting camp in the region, it features thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping and attracts visitors from all over the world. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",3.7,26.90371,80.98581,November to February,600,2.6,93.7,Couple,200,"https://source.unsplash.com/800x500/?tourism,Wild Lucknow Rafting Camp,Lucknow"
Artistic Art Village of Lucknow,Lucknow,Uttar Pradesh,Cultural,"A famous landmark in Lucknow, this cultural spot is highly popular for its serene environment and unique style. This notable art village stands as an iconic location offering vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits, embodying the real culture of Uttar Pradesh. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a family trip.",3.8,26.90266,81.0028,June to September,500,1.8,92.0,Family,50,"https://source.unsplash.com/800x500/?tourism,Artistic Art Village of Lucknow,Lucknow"
Lucknow Bustling Emporium,Lucknow,Uttar Pradesh,Shopping,"Located in the heart of Lucknow, this beautiful shopping destination is a key highlight of Uttar Pradesh tourism. This notable emporium stands as an iconic location offering stalls filled with handmade textiles, leather goods, brass items, local fabrics, and unique handmade souvenirs, embodying the real culture of Uttar Pradesh. Visitors can enjoy spicy local street snacks and cold refreshing juices at local vendors and capture beautiful memories here. Highly recommended for a all trip.",4.3,26.84977,80.97979,March to June,0,1.0,76.7,All,100,"https://source.unsplash.com/800x500/?tourism,Lucknow Bustling Emporium,Lucknow"
Culinary Lucknow Dhaba Zone,Lucknow,Uttar Pradesh,Food,"Situated in a scenic setting in Lucknow, this food attraction offers travelers an unforgettable local experience. Known as a legendary dhaba zone in the region, it features dozens of legendary food joints serving authentic regional recipes passed down through generations of chefs and attracts visitors from all over the world. Visitors can enjoy signature dishes, hot local breads, and sweet traditional desserts at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.4,26.80575,80.96785,March to June,0,1.2,96.5,Family,250,"https://source.unsplash.com/800x500/?tourism,Culinary Lucknow Dhaba Zone,Lucknow"
Infinity Aquarium of Lucknow,Lucknow,Uttar Pradesh,Modern,"Situated in a scenic setting in Lucknow, this modern attraction offers travelers an unforgettable local experience. Known as a legendary aquarium in the region, it features interactive digital exhibits, virtual reality play zones, and state-of-the-art entertainment and science options and attracts visitors from all over the world. Visitors can enjoy fusion modern cuisine, continental snacks, and specialty coffees at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.8,26.82011,81.00129,November to February,150,2.1,76.1,Friends,200,"https://source.unsplash.com/800x500/?tourism,Infinity Aquarium of Lucknow,Lucknow"
Lucknow Emerald River Confluence,Lucknow,Uttar Pradesh,Nature,"Located in the heart of Lucknow, this beautiful nature destination is a key highlight of Uttar Pradesh tourism. This notable river confluence stands as an iconic location offering scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity, embodying the real culture of Uttar Pradesh. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.6,26.87329,80.9222,October to March,0,2.5,60.4,All,250,"https://source.unsplash.com/800x500/?tourism,Lucknow Emerald River Confluence,Lucknow"
Victorian Lucknow Gateway,Lucknow,Uttar Pradesh,Historical,"Located in the heart of Lucknow, this beautiful historical destination is a key highlight of Uttar Pradesh tourism. Known as a legendary gateway in the region, it features intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture and attracts visitors from all over the world. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",3.7,26.80354,80.94391,March to June,100,2.8,58.0,Friends,200,"https://source.unsplash.com/800x500/?tourism,Victorian Lucknow Gateway,Lucknow"
Eternal Mosque of Lucknow,Lucknow,Uttar Pradesh,Religious,"Located in the heart of Lucknow, this beautiful religious destination is a key highlight of Uttar Pradesh tourism. This notable mosque stands as an iconic location offering peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture, embodying the real culture of Uttar Pradesh. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a family trip.",4.8,26.88682,80.89466,November to February,50,1.1,87.0,Family,100,"https://source.unsplash.com/800x500/?tourism,Eternal Mosque of Lucknow,Lucknow"
Lucknow Wild Camping Ridge,Lucknow,Uttar Pradesh,Adventure,"A famous landmark in Lucknow, this adventure spot is highly popular for its serene environment and unique style. This notable camping ridge stands as an iconic location offering thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping, embodying the real culture of Uttar Pradesh. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.7,26.87797,80.88749,June to September,300,3.0,88.6,All,200,"https://source.unsplash.com/800x500/?tourism,Lucknow Wild Camping Ridge,Lucknow"
Indigenous Lucknow Heritage Craft Complex,Lucknow,Uttar Pradesh,Cultural,"Situated in a scenic setting in Lucknow, this cultural attraction offers travelers an unforgettable local experience. This notable heritage craft complex stands as an iconic location offering vibrant traditional dance displays, local handicraft workshops, and rich cultural heritage exhibits, embodying the real culture of Uttar Pradesh. Visitors can enjoy highly authentic multi-course regional platters at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.5,26.82256,80.90118,October to March,400,1.7,94.0,Couple,150,"https://source.unsplash.com/800x500/?tourism,Indigenous Lucknow Heritage Craft Complex,Lucknow"
Hidden Peak of Srinagar,Srinagar,Jammu & Kashmir,Nature,"Located in the heart of Srinagar, this beautiful nature destination is a key highlight of Jammu & Kashmir tourism. Known as a legendary peak in the region, it features scenic panoramic views of lakes and mountains, lush green pathways, and rich local biodiversity and attracts visitors from all over the world. Visitors can enjoy fresh local coconut water and hot sweet corn at local vendors and capture beautiful memories here. Highly recommended for a couple trip.",4.3,34.03724,74.79328,March to June,0,2.5,89.7,Couple,100,"https://source.unsplash.com/800x500/?tourism,Hidden Peak of Srinagar,Srinagar"
Srinagar Imperial Tomb,Srinagar,Jammu & Kashmir,Historical,"Situated in a scenic setting in Srinagar, this historical attraction offers travelers an unforgettable local experience. Known as a legendary tomb in the region, it features intricate stone carvings, ancient military artifacts, museum displays, and majestic historical architecture and attracts visitors from all over the world. Visitors can enjoy traditional local tea and snacks from century-old stalls at local vendors and capture beautiful memories here. Highly recommended for a friends trip.",4.3,34.14341,74.8097,November to February,150,2.5,92.5,Friends,300,"https://source.unsplash.com/800x500/?tourism,Srinagar Imperial Tomb,Srinagar"
Divine Srinagar Gurudwara,Srinagar,Jammu & Kashmir,Religious,"A famous landmark in Srinagar, this religious spot is highly popular for its serene environment and unique style. This notable gurudwara stands as an iconic location offering peaceful prayer halls, spiritual meditation gardens, detailed wall murals, and gorgeous traditional architecture, embodying the real culture of Jammu & Kashmir. Visitors can enjoy holy prasadam and authentic local vegetarian sweets at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.9,34.10027,74.84112,November to February,0,1.3,62.6,All,150,"https://source.unsplash.com/800x500/?tourism,Divine Srinagar Gurudwara,Srinagar"
Rogue Paragliding Launch of Srinagar,Srinagar,Jammu & Kashmir,Adventure,"Located in the heart of Srinagar, this beautiful adventure destination is a key highlight of Jammu & Kashmir tourism. This notable paragliding launch stands as an iconic location offering thrilling outdoor adventure sports, rugged terrain paths, and panoramic views of nature that get your adrenaline pumping, embodying the real culture of Jammu & Kashmir. Visitors can enjoy wood-fired camp barbecue and local energy beverages at local vendors and capture beautiful memories here. Highly recommended for a all trip.",3.6,34.14167,74.74727,Year-round,400,2.5,74.7,All,200,"https://source.unsplash.com/800x500/?tourism,Rogue Paragliding Launch of Srinagar,Srinagar"
